name,rating,review
Hồng Linh,5,"Mình vẫn luôn thích màu này nhất, mua hàng tại fpt tự bóc seal cảm giác cực phê, nhân viên shop hỗ trợ cài đặt rất nhanh chóng và chuyên nghiệp"
Thùy Tiên,5,"camera chụp ảnh sắc nét, dùng mượt, kết nối nhanh, nhân viên shop chuyên nghiệp"
 Lê Hoàng Trung,5,"Không có gì có thể chê được sản phẩm cả, hiệu năng tốt, màn hình đẹp chụp ảnh xóa phông cực kỳ nét"
Lê Việt Yên,5,Màn hình lớn xem phim hay chơi game cực đã
Nguyễn Hoàng Lan,5,"Máy chụp hình siêu nét, cảm ứng mượt mà"
Lưu Hoàng Long,5,"điện thoại sang trọng, chất liệu bền bỉ, dùng siêu mượt, pin cực tốt"
Duy Linh,5,"Kỳ này mua iphone bên FPT lãi thật sự, vừa giảm giá vừa nhiều khuyến mãi chất nữa chứ."
An Bằng,5,"camera chụp ảnh đẹp, sắc nét, dùng không nóng máy, nhân viên shop tư vấn nhiệt tình"
Tùng Bách,5,"sạc pin vào nhanh, màn hình xem phim ảnh chất lượng tốt, nhân viên vui vẻ , dễ thương nhiệt tình "
 Khổng văn quân ,5,"Giá hiện tại là quá tốt rồi, không thể chê sản phẩm ở điểm nào, hiệu năng cực kì tốt ấy"
Võ Vân Anh,5,"Điện thoại đẹp, sành điệu, các tính năng đều xịn sò"
Anh Ngọc,5,"Dùng không nóng máy, sạc pin vào nhanh, tiết kiệm điện, cảm biến thông minh. Nv tư vấn và cài đặt rất nhiệt tình"
Võ Thái Luân,5,"Đã mua tại FPT 77-79 Thống Nhất,Nha Trang.Máy fullbox đẹp tuyệt vời."
Nguyễn Bách Việt,5,"điện thoại siêu bền, màn hình cảm ứng cao cấp, camera chuyên nghiệp"
Cao Kỳ,5,"chất lượng màn hình cực đỉnh, Âm thanh sống động, dùng không nóng máy, nhân viên shop tư vấn nhiệt tình"
Bình Xuân,5,"Thiết kế đẹp, sang trọng, sạc pin vào nhanh, camera chụp ảnh đẹp, sắc nét, giao hàng nhanh"
Thành Thao,5,"Sang trọng, lịch lãm và quý phái, không chê vào đâu được"
Đức Chung,5,"Máy xài trên cả tuyệt vời,pin trâu, màn hình thì mượt khỏi chê,đa nhiệm bao nhạy,ae nên mua, đáng đồng tiền bát gạo đấy ae"
Thảo Vinh,5,"Điện thoại thiết kế đẹp, ram và chip mạnh chơi game mượt, màn hình xem phim ảnh chất lượng tốt. "
Nguyễn Duyên,5,"Nhân viên vui vẻ , dễ thương nhiệt tình . Bảo hành tốt Sẽ quay lại ủng hộ. Good"
Thúy Quỳnh,5,"nv tư vấn quá nhiệt tình, coi khách hàng như thượng đế. Tôi trân trọng.


"
Trần Linh Chi,5,"Máy đẹp, sang, xịn, chụp ảnh, xem video đều đỉnh"
Nguyen Chi Linh,5,"máy dùng siêu mượt, chất lượng màn hình cực đỉnh, trải nghiệm không giới hạn"
Phuc Hoang,5,"Máy đẹp lắm, cảm giác tự tay bóc hộp thật đã "
Dương Hoài Kiệt,5,"cực phẩm luôn, đẹp lắm ý, dùng mượt, chơi game phải gọi cực đã, âm thanh sống động"
 anh Trọng,5,"Giá sản phẩm đang cực tốt luôn ấy, mua ở FPTShop còn được tặng thêm 1 năm bảo hành cực kỳ yên tâm . FPTShop gói hàng cẩn thận và có tem niêm phong. nhận hàng check kỹ là ok.
"
Minh Đăng,5,"Hàng chính hãng xịn xò, bảo hành dài hạn"
 Lê Thanh Hào,5,"iPhone thì ko có gì phải chê nữa cả, nhân viên tư vấn rất kĩ, nhiệt tình"
Bảo Anh,5,"máy nguyên seal, được bảo hành dài tận 2 năm, mua được giảm giá sâu"
Phượng,5,"Máy giá thành hợp lý, viền vuông cầm chắc tay, mặt kính đẹp, shop đóng gói cẩn thận"
Trọng,5,"Chụp ảnh ban đêm đỉnh của chóp, máy pin siêu khủng, dùng cả ngày không hết"
Đinh khắc phong,5,"Máy bắt nét siêu đỉnh, pin vào nhanh, dùng không nóng máy, nhân viên tư vấn nhiệt tình"
Nhật An,5,"Sản phẩm không bao giờ làm tui thất vọng, cho 5 sao"
 Vũ Văn Nam,5,"Máy hiệu năng cực đỉnh, không có gì để chê cả. Sản phẩm ok mua được giá tốt. Có cái hộp hơi bị móp nhưng không sao. Ở nội thành 3 ngày là nhận rồi.
"
Thu Hà,5,"thiết kế đẹp , sang trọng , có nhiều màu để chọn mình rất ưng thái độ phục vụ khi mua hàng ở FPT Shop"
Ngô Hoài Anh,5,"Cam chụp ảnh xịn lắm nha, quay phim cực nét, chống rung đỉnh thật sự á"
Nguyễn xoan,5,"Máy có nhiều màu tha hồ chọn lựa, thiết kế máy cứng cáp, sạc pin vào nhanh"
Hạnh,5,"Quen dùng ip thì máy này là chân ái, pin siêu khủng, chụp góc rộng siêu nét, siêu đẹp"
Huỳnh Mẫn,5,"Sản phẩm tuyệt vời. Tự bóc seal, tự active nha, mua máy còn đc giảm giá củ sạc"
Nguyệt Nga,5,"Luôn lựa chọn FPTShop mua iphone vì chính sách bảo hành tốt, máy đảm bảo chính hãng"
Thanh Tùng,5,Tôi mua điện thoại mới từ cuối tháng 1 đến nay mọi thứ vẫn bình thường. Tôi rất thích và rất hài lòng
Lê Giang,5,"phục vụ rất nhiệt tình và dễ thương, các chế độ bảo hành cũng yên tâm hơn."
  trịnh đức hùng,5,"Giá cực tốt, màu sắc cực sang trọng tinh thế. Chưa bao giờ cảm thấy Iphone không đáng giá cả"
 Trần Thanh Phúc,5,"iPhone thì ko có gì phải chê nữa cả, nhân viên tư vấn rất kĩ, nhiệt tình"
Quang Xanh,5,"Máy có màn hình lớn siêu mượt, cấu hình mạnh, camera chụp ảnh đẹp lắm. Mua ở fpt được bảo hành 1 năm luôn"
Đỗ Thị Thu Liễu,5,"điện thoại tốt nhất thời điểm hiện tại, camera rộng bắt nét chuẩn, chụp đêm rất đẹp"
Đức Loan,5,Hàng chính hãng nên không có gì lo lắng trước từng dùng 12 mini nên chuyển qua con này thấy pin tốt hơn
Lưu Trọng Luân,5,"máy dùng chất lượng lắm, thao tác nhanh nhạy, cảm biến thông minh, giao hàng nhanh"
Đặng Như Thủy,5,"Hàng chuẩn, hài lòng thái độ nhân viên, luôn niềm nở và thân thiện, lúc ra về trời mưa nhưng chú bảo vệ cũng chạy ra dắt xe giúp mình"
Lý Văn Phong,5,"Là một chiếc điện thoại xuất sắc, giá giảm mạnh rất đáng mua."
Lê Xuân Trình ,5,Chỉ có hai chữ TUYỆT VỜI
 PHAN THỊ NGỌC ANH,5,"Giá khuyến mãi cực tốt, sản phẩm thì không có gì để chê rồi. Yêu FPT <3"
Tuấn Linh,5,"Máy thiết kế cực kỳ tinh xảo, hệ điều hành cực mượt và chụp hình cực kỳ siêu nét"
Hoàng Ân,5,"Máy mới tinh, mua hàng khui seal trực tiếp tại shop luôn, đảm bảo chính hãng"
Bùi Đức,5,"thiết kế sang trọng, màn hình không gian lớn cực đã, camera độc đáo chụp hình đa năng, pin trâu"
Văn Thao,5,"Mua 1 tháng sử dụng máy sử dụng rất ok 120z cho cảm giác mượt mà, pin trâu sử dụng cả ngày dài"
Hoàng Văn Mạnh,4,"Điện thoại đẹp,mạnh lắm chơi game coi phim rất mượt rất ưng, đã mua đc ba ngày"
Nguyễn Thanh Liêm,5,"Đang xài 6s sài qua còn này sướng hơn hẳn , pin trâu , màn to. Tiền nào của nấy không có sai mà kkk"
Lê Thị Thiên Trang,5,đã sở hữu em nó ngay cái hôm giảm giá sốc
Hưng Ðạo,5,"Thủ tục trả góp lãi suất 0% nhanh gọn, màn hình lớn tới 6,7 inch, pin khỏe, cảm ứng mượt"
Phạm Ngân,5,"thiết kế sang trọng, máy đẹp, màn hình sắc nét, âm thanh máy nghe to sống động, pin khủng"
Mai gia bảo,5,"máy cam sau chụp siêu đỉnh, góc rộng hoặc chụp vào đêm vẫn siêu nét, mình cực kì hài lòng"
Cung Thị Nguyệt,5,"sản phẩm đang nhiều khuyến mại lớn, thiết kế đẹp mắt và khỏe khoắn, đầy đủ tiêu chí của một doanh nhân cần."
Phùng Minh Tuấn,5,"sản phẩm với thời lượng pin siêu bền, camera chụp siêu nét tha hồ sống ảo. Giảm giá khá mạnh."
Đinh Hữu Hạnh,5,"máy đẹp lắm, màu sắc đẹp ấn tượng, màn hình mượt, camera độc đáo chụp hình siêu nét"
Chu Thanh Vân,5,"Đẳng cấp và có hình dáng sang trọng, camera thật ấn tượng"
nguyễn tiến,5,"chụp ảnh siêu nét, dung lượng pin dùng rất lâu"
Khánh Thù,5,"Các khâu hỗ trợ nhanh chóng và được cài đặt đầy đủ, nên hoàn toàn yên tâm chất lượng "
Chung Nhân,5,"Các khâu hỗ trợ nhanh chóng và được cài đặt đầy đủ, nên hoàn toàn yên tâm chất lượng "
Trần minh vương,5,"mình dùng được 3 tháng nay pin siêu trâu, sạc cực nhanh vào, mình rất hài lòng"
 Nguyễn Thành Lộc,5,"Em này đỉnh nhất của dòng iphone rồi, cầm đầm tay chắc chắn"
Trần Văn thương,5,"thiết kế hiện đại, đa chức năng, đặc biệt bộ camera chụp ảnh siêu đẹp"
C Thanh,5,"Dùng thẻ tín dụng nên được chuyển trả góp 0%, rất hài lòng về khuyến mãi và thái độ phục vụ của nv fptshop"
Chị Mai,5,"Cam e này siêu rộng, chụp siêu nét, đúng chuẩn siêu phẩm của apple.
Nv tư vấn và cài đặt rất nhiệt tình"
Đinh thiên bảo,5,"Mua trả góp 0% nhanh chóng, nhân viên tư vấn rất nhiệt tình, thân thiện"
Bùi thị hoàng ân,5,"Máy có bản màu xanh mới rất đẹp, chụp ảnh ban đêm siêu nét "
Đỗ huy,5,"máy dung lượng lớn, thao tác nhanh, mua trả góp bên fpt rất nhanh chóng"
Hoàng ngọc bảo,5,"máy dùng để chụp ảnh thì siêu ấn tượng, cam rộng chụp nét toàn cảnh, pin khủng"
Hạ Nam,5,"máy thiết kế sang trọng, máy dùng mượt , chất lượng rất ok"
kim anh,5,"Quay phim và chụp hình chân thực đến từng chi tiết, cảm ứng siêu nhanh"
 NGUYEN THI THU HANG,5,"mua đúng hôm giá sốc luôn, chất lượng tuyệt vời"
Chín,5,"Máy đẹp, màn hình oled siêu nét, thời lượng pin khỏe, mua bên fpt nhiều ưu đãi"
Ngọc Lan,5,"Dùng rất ok, thích nhất màu đen nhìn thật sang trọng"
trình văn huy,5,"chế độ trả góp máy cực kì ưu đãi, ai cũng có thể mua với giá hợp lý cùng nhận được nhiều quà tặng của công ty"
bích mai,5,"sản phẩm dùng mượt, vào mạng nhanh, đặc biệt mua được rất nhiều ưu đãi lớn"
 Nguyễn Thị Hường ,5,"chất lượng hình ảnh hay khi quay video rất chân thực, ngay cả khi chụp những chỗ tối cũng thấy được nước ảnh cực chất"
Tuấn,5,"màn hình siêu nét, máy dùng mượt, pin khủng, sẽ ủng hộ lần sau"
Thanh,5,"máy nhỏ gọn, màn hình siêu nét, pin khủng, rất hài lòng khi mua hàng bên fpt"
Phương Liên,5,"ip là tốt nhất rồi, đt cầm chắc tay, siêu đẹp"
Vũ Phương Thúy,5,"iPhone lớn nhất, mạnh mẽ nhất và có thời lượng pin dài nhất từ trước đến nay"
Uyên,5,"thiết kế nhỏ gọn, màn hình siêu nét, máy dùng mượt, giá thành hợp lý, chụp góc rộng siêu ưng, nhân viên tư vấn nhiệt tình"
Phan Nguyễn Thái,5,"Đồ apple dùng chính hãng cứ phải lựa chọn FPT, rất ổn và chế độ bảo hành cực kỳ ok "
Lê Thị Ngọc,5,"Liên kết các ví điện tử để có ưu đãi tốt cho khách, rất ưng"
Thi Phương,5,"thiết kế nhỏ gọn, màn hình siêu nét, máy dùng mượt"
Ngọc Phương,5,"hàng chính hãng, nên rất yên tâm về chất lượng "
Sao,5,"cầm chắc tay, màn hình mượt, chụp ảnh góc rộng siêu đỉnh, nhân viên tư vấn nhiệt tình"
Linh,5,"máy màu sắc đẹp, pin khủng, chụp ảnh cả ngày không hết pin, rất hài lòng"
Văn,5,"máy chụp ảnh đẹp, cầm rất chắc tay, chụp ảnh góc rộng siêu đỉnh, nhân viên tư vấn nhiệt tình"
Cao Đình Bằng,5,"thiết kế nhỏ gọn, cầm chắc tay, màn hình mượt"
Thái Phong,5,"riêng iphone miễn chê, dùng tuyệt vời luôn"
 Võ  Thành Nam,5,"Máy rất đẹp, cầm trên tay rất sướng
"
 Phan Chí Công,5,"Sản phẩm tốt, khuyến mãi sịn, nhân viên còn nhiệt tình nữa. Nhất định mình sẽ còn quay lại FPT."
 Phan Trần Như Ngọc,5,"Hàng chuẩn, nhân viên nhiệt tình lắm nha."
Trần Ngọc Đạt,5,"Dịch vụ giao hàng nhanh, nhiệt tình"
lưu xuân hồng ,5,"pin rất bền, mua trả góp thủ tục rất nhanh "
Phan Tuấn Nghĩa,5,"Màn hình cực lớn, thời lượng pin dài, tính bảo mật cao"
 Đào Minh Phương,5,"máy mới, rất mượt và màn hình đẹp miễn chê"
nguyễn an,5,"hàng tốt, giá cả phù hợp với nhiều chế độ trả góp hợp lý"
 Phạm Tấn Điền,5,Đáng đồng tiền bát gạo đấy
 Trần thiện toàn,5,"Máy dùng tốt, nhân viên giao hàng rất nhiệt tình"
Tuấn Trường ,5,"Hàng sử dụng tốt, phù hợp với mong muốn, nhân viên hỗ trợ nhiệt tình. "
Vương Thu Hương,5,"Màn hình lớn, màu sắc đẹp,camera chụp quá đẹp và pin khủng"
 TRAN NAM HUNG,5,"Nhân viên nhiệt tình  đt khỏi bàn cấu hình khủng mượt pin cao chơi game chưa thấy nóng, Tuyet voi"
thảo thảo,5,hàng chính hãng có bảo hành camera sắc nét
thúy hoa,5,"màn hình sắc nét, camera chụp ảnh siêu đẹp, pin khủng, nhân viên tư vấn nhiệt tình"
đào cúc,5,"ip dùng là tuyệt vời nhất rồi
màn đẹp, cam xịn, cấu hình siêu khỏe"
Nguyễn Hoài Phong,5,"màn hình sắc nét, camera chụp ảnh siêu đẹp, ko có điểm nào chê"
nguyễn ngân,5,"k chơi game chỉ nghe gọi bình thường 2 ngày mới p sạc 1 lần
màn hình đẹp mượt"
 Lê quang mạnh,5,"cấu hình khủng, pin tốt, camera đỉnh của đỉnh"
trọng sơn,5,"chụp hình quay phim chân thật rõ nét, cực mê, máy chạy mượt"
bé bự,5,"pin khủng thật, máy tốt, hàng chuẩn phân phối chính hãng từ việt nam"
hoàng việt,5,"trung thành với màu vàng, chả khi nào thấy lỗi mốt, cảm ứng tuyệt vời"
 Huỳnh thị trúc thy,5,"chụp hình quay phim chân thật rõ nét, cực ưng"
Đại Nghĩa,5,"Hình ảnh chụp đêm rõ như ban ngày và thiết kế đẹp, máy chạy mượt"
Thùy Linh,5,"máy thiết kế đẹp, chụp ảnh nét, rất đáng đồng tiền "
kim anh,4,mua theo chương trình giờ vàng giá sốc cực ưu đãi đó mọi người
Nguyễn Ngọc Anh,5,"Là chiếc điện thoại đáng mơ ước với màn hình lớn, thiết kế khỏe khoắn, độ bảo mật cao"
Chu Ngọc Anh,5,"có nhiều ứng dụng chuyên nghiệp, thời lượng pin cực khủng, sẵn sàng đồng hành cùng bạn suốt cả ngày"
vũ thu cúc,5,"màu xanh đẹp, màn rộng cấu hình siêu khỏe, pin thoải mái
cam cực đẹp"
Tô Thị Uyên Nhi,5,"Camera đỉnh, đẹp, quay video nét và dùng rất mượt"
Nguyễn Thị Xuân Trang,5,"iphone thì khỏi chê rồi, dùng mãi đỉnh, giao hàng nhanh"
lê viết nhật,5,"máy đẹp, chắc chắn, chụp ảnh đẹp, siêu nét"
Lê Thanh Hà,5,"màu xanh lá siêu đẹp, cảm nhận mượt mà trên từng thao tác, xứng đáng giá tiền "
Lê Minh Anh,5,"Thiết kế đẹp, chắc chắn, chụp ảnh đẹp lắm, mua bên fpt k có j phải lo"
như quỳnh,5,"Camera góc siêu rộng, chụp ảnh và quay đẹp, shop tư vấn nhiệt tình"
DƯƠNG NGỌC TÂM NHƯ,5,"Máy thiết kế cực kỳ tinh xảo, hệ điều hành êm ái và chụp hình sắc nét"
Phương Thanh,5,"Camera góc siêu rộng, chụp ảnh và quay đẹp và máy dùng nhạy, khá mượt"
đoàn văn chính,5,"
Camera đỉnh, đẹp, quay video nét và dùng rất mượt, chế độ bảo hành của hãng cực kỳ yên tâm"
Đức Phương,5,"Luôn trung thành với fpt, mua sp luôn đi kèm nhiều khuyến mại, tư vấn nhiệt tình, chính sách bảo hành ok"
đỗ thu lan,5,"pin siêu bền, màn hình đẹp ảnh chụp cực nét
ip thì k có gì để chê cả"
Đỗ Anh Minh,5,"Camera đỉnh, đẹp, quay video nét và dùng rất mượt"
Lê Mỹ Anh,5,"iphone thì khỏi chê rồi, dùng tuyệt vời luôn, mua tại fpt cũng yên tâm"
Minh Ngọc,5,"Apple mãi đỉnh cao, thiết kế sang trọng đẳng cấp, 
"
Vũ Hoàng Hà,5,"lướt mạng nhanh, hiệu năng tốt, nhân viên tư vấn rất tốt"
Đức Anh,5,"Cầm chắc tay, thiết kế kính nhám nhẹ gần như không bám vân tay, chụp ảnh đẹp"
đinh ngân,5,"pin siêu bền, màn hình đẹp tác vụ mượt mà,"
trinh trần ngọc ,5,"giao hàng nhanh, chất lượng bảo hành của shop"
Chính văn,5,"nhân viên chu đáo, nhiệt tình và trách nhiệm"
 Phạm Thị Thu Phương,5,"giao hàng nhanh như gió, trời nắng ở nhà cũng mua đc đt giá mềm, lại còn đc hỗ trợ trả góp qua đt nhanh chóng"
 ANH THẮNG  ,5,"FPT hỗ trợ trả góp nhanh, thay vì trả hết thì hàng tháng bỏ ra 1 khoản trả dần cũng đc"
Vũ Văn Thắng,5,"thiết kế sang trọng, máy dùng bền, giao hàng nhanh"
 Đỗ Đình Điệp,5,ưu đãi 2 năm bảo hành chính hãng nên rất yên tâm
 Dương văn sĩ,5,"màu vàng và đen vẫn là sang trọng bền vững, các màu khác nhìn lạ mắt thôi"
Nguyễn Thị Chi,5,"Sản phẩm xuất sắc, thiết kế khỏe khoắn, giảm giá nhiều."
Hà Hằng,5,Chụp ảnh đẹp xuất sắc và dùng rất mượt
HỒ THỊ HẰNG,5,"Màu đẹp xuất sắc, máy dùng rất tốt, chụp ảnh đẹp hơn máy cơ luôn"
Nguyễn Minh Thu,5,"Thiết kế đẹp, dùng mượt, không nóng máy, thủ tục trả góp nhanh"
hà ngân,5,"máy mượt mà, thiết kế sang trọng"
Hồ Thiện Hiếu,5,"chơi game mượt, pin khủng, cầm chắc tay, hàng chính hãng"
Thanh Trà,5,"Các khâu hỗ trợ nhanh chóng và được cài đặt đầy đủ, hàng chính hãng nên hoàn toàn yên tâm chất lượng sản phẩm, Cảm ơn FPT "
Thanh Vân,5,"Sản phẩm thiết kế mới đẹp mắt, cá tính, Cấu hình máy thì ko chê được"
ngô quốc sơn,5,"chế độ pin lâu, bảo hành tốt với giá vô cùng hợp lý"
Phạm Ngọc Thanh,5,"Pin đã được cải thiện khá nhiều so với các đời trước, chơi game mượt. Cấu hình vẫn đứng đầu trong các dòng máy. Chụp hình siêu xuất sắc nhất anh em. Xứng đáng đồng tiền quá"
Mai Phương,5,"Màn hình to, cảm ứng nhạy, camera siêu nét và chăm sóc khách hàng nhiệt tình"
Phan Trung Tiến ,5,"đẹp đẽ, thời thượng"
ngô thị như ý,5,"màn hình lớn cực đã, rất đẹp"
 Đặng Ngọc Tuân,5,"hàng chính hãng, mua ở FPT luôn yên tâm"
DUONG THI HOANG CHAU,5,"đẹp tuyệt vời, pin cao, nhân viên FPT đáng yêu"
Hòa My,5,"rất hài lòng về sản phẩm, bảo hành tốt "
Ngọc Hoa,5,"bảo mật máy rất tốt, mình rất hài lòng "
Nguyễn Thị Hầng,5,"Thời lượng pin dài, camera selfie khá đẹp, độ bảo mật tốt, máy nhìn khỏe khoắn"
mai văn đông,5,"ưu đãi sâu, bảo hành tốt, chất lượng yên tâm"
Bích Thủy ,5,rất hài lòng khi sử dụng dịch vụ của fpt
Bảo An,5,"máy chính hãng, dùng rất thích, chế độ bảo hành tốt "
Phạm Tuấn Lâm,5,"giá tốt và đảm bảo chất lượng, rất hài lòng khi sử dụng dịch vụ"
 trần Bảo gia hân,5,"mua từ khi ra mắt, và giờ lại làm thêm em nữa, tuyệt đỉnh"
quỳnh anh,4,"cầm thật chắc chắn, đầm tay, sản phẩm mượt mà , đẳng cấp"
Tuấn Đạt,5,iPhone không chọn 13Promax thì chọn cái gì nữa
 lý văn thành,5,"nhân viên fpt lúc nào cũng nhiệt tình, giao hàng nhanh chóng"
 Huỳnh Thanh Hoà,5,"quá ngon lành, nhân viên tư vấn nhiệt tình có chế độ trả góp thủ tục nhanh chóng"
Thúy Lê,5,máy dùng ổn nhân viên giao hàng nhanh tư vấn nhiệt tình
Mr Đạt,5,"Ok ổn quá chứ còn gì, nhân viên giao hàng nhanh!"
KHả Như,5,"Thời lượng pin dài, camera selfie khá đẹp, độ bảo mật tốt"
Trần Phước Mười ,5,"cam thường lấy nhiều góc chụp đẹp thật, máy đầm tay"
Tô Khánh Nhi,5,"Màu sắc bắt mắt, thiết kế mạnh mẽ, giảm giá khủng, dịch vụ chăm sóc tốt, nhiều tính năng."
Đào Thị Kim Chi,5,"nhân viên tận tình, hàng đảm bảo, giá cả tốt"
Phạm Hồng Quân,5,"Thiết kế nhỏ sinh nhưng vẫn đầy đủ các tính năng vượt trội, nhân viên chăm sóc nhiệt tình chu đáo."
Trang,5,"Shop cài đặt và chuyển dữ liệu rất đầy đủ, máy dùng quá là ok"
văn thành,5,"mình mua theo cán bộ TP bank rất nhiều ưu đãi, còn đc trả góp "
thu,5,"tha hồ lướt mạng , đọc truyện mà pin quá khủng, mình rất thích sp này ạ"
 AnhTrường,5,"Chế độ dịch vụ và bảo hành tốt, hài lòng
"
Nguyễn Minh Tân,5,"Shop dán máy đẹp, cẩn thận, camera tha hồ sống ảo, khuyến mại khủng."
Chị Trần Kim Nga,5,"rất thích, các bạn nhân viên chu đáo
"
Hoàng Minh Hiếu,5,Cầm sướng tay.. nói chung tiền nào của đấy thôi..
Phạm Thị Kim Chi,5,"Rất hài lòng khi mua hàng ở FPT, nhân viên nhiệt tình, chế độ bảo hành tốt"
Trương Thị Thảo,5,"Các khâu hỗ trợ nhanh chóng và được cài đặt đầy đủ, hàng chính hãng nên hoàn toàn yên tâm chất lượng sản phẩm, Cảm ơn FPT "
 Nguyễn Cảnh Hiệp,5,"máy chính hãng nên rất an tâm, bảo hành 2 năm "
Nguyễn Thị Quyên,5,"Máy siêu ngon, hàng chính hãng
"
 Lý Minh Anh,5,"mua hàng của fpt là chuẩn rồi
"
Kiên trung,5,"Máy rất là tốt, đẳng cấp"
Lê Minh Trường,5,"Rất nhiều khuyến mại khủng khi mua hàng và được kèm hỗ trợ trả góp 0% , chất lượng hàng hóa thì luôn yên tâm khi mua tại FPT"
Trương Văn Ngọc,5,"Máy ổn trong tầm giá, đã dùng đc 2 tuần chưa có gì phải chê được cả, xứng đáng với giá tiền"
Thanh,4,"Sản phẩm tốt, khuyến mãi sịn, nhân viên còn nhiệt tình nữa. Nhất định mình sẽ còn quay lại FPT."
 NGUYEN NGOC HUY,5,"Shop giao hàng nhanh quá, như phi cơ ý. Mình mới đặt hàng hôm qua mà hôm nay đã nhận được hàng rồi
Chưa dùng nên không biết có tốt như shop quảng cáo hay không nhưng vẫn đánh giá shop 5 sao
"
 Thu Thủy,5,"Rất hài lòng về sản phẩm, không ngờ hãng lại có sản phẩm ngon mà giá ok như vậy
"
 Võ  Thành Nam,5,"Máy tốt, dịch vụ tận tình
Sau mua một thời gian còn được nhân viên cs gọi điện hỏi thăm dùng tốt không"
 Chị Hà,5,"1 từ thôi. Ngon trong tầm giá. Đáng để mua, shop tư vấn nhiệt tình nhân viên dễ thương
"
Thành Tâm,5,"máy quá tốt trong tầm giá, hiệu năng mượt mà, không có gì để chê"
Nghĩa,5,"Sản phẩm tốt, khuyến mãi xịn, nhân viên còn nhiệt tình nữa. Nhất định mình sẽ còn quay lại FPT."
Mai ANh Tuấn,5,Rất tốt. Tôi sẽ giới thiệu sản phẩm này cho bạn bè người thân mua hàng tại Shop
Trần Quang Sinh,5,"Dịch vụ của fpt shop rất tốt, nhân viên nhiệt tình tư vấn, được nhân viên giới thiệu sản phẩm này, mua về dùng 1 tuần cảm thấy hài lòng, máy tốt, hiệu năng mạnh"
Chí Bình,5,"May quá hôm trước mua dc giảm giá . Dùng rất thích, các bạn nên mua nhé."
 NGUYEN TAN PHAT,5,"quá hài lòng về cấu hình, giá quá ngon, pin trâu nữa, bạn không nên bỏ lỡ nhé
"
Kim Anh,4,"Mua được em này đúng dịp giảm giá và nhiều khuyến mãi, thích ghê."
Phan Thị Ngọc Ánh,5,Rất hài lòng khi mua hàng tại FPT shop
Nguyễn Huyền Trang,5,Khá ưng ý khi mua hàng của shop
Văn Châu,3,"Máy chạy mượt, pin trâu, camera sắc nét nhưng sạc lâu lâu bị tê nha. Rò điện"
 NGUYỄN ĐÌNH NAM KHANG,5,"Qua 1 ngày trải nghiệm thấy cũng rất okey, mình rất hài lòng shop còn tư vấn nhiệt tình nữa
"
Minh Hùng,5,"pin trâu, có màn 120hz,có 5g có lẽ sẽ gắn bó lâu dài vì thấy nhu cầu vậy là đủ"
Loan,5,"Được xem và mua hàng nến thấy rất ưng ý, nhiều máy ở quầy trải nghiệm nên có thể lựa chọn được mẫu và giá cả ưng ý, "
 Hien Duong,5,"Được xem và mua hàng nến thấy rất ưng ý, nhiều máy ở quầy trải nghiệm nên có thể lựa chọn được mẫu và giá cả ưng ý, "
Trung Anh,5,iphone thì cần gì phải nói nhiều. Khá ưng ý và Hài lòng
